Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,B (PPI),B +/-,Own%
Richardson,17,0,0,0,1,0,0,0,0,0,0,0,2,1,1,FUL,0 - 6,HUL,Away,19,MID,8,Favourable,162,0,,0.1%
Dejagah,63,0,0,0,3,0,0,0,0,0,0,0,-1,2,2,FUL,0 - 6,HUL,Away,19,MID,8,Favourable,163,0,,0.0%
Karagounis,73,0,0,0,5,0,0,0,0,0,0,0,5,3,2,FUL,0 - 6,HUL,Away,19,MID,8,Favourable,508,0,,0.4%
Bent,27,0,0,0,3,0,0,0,0,0,0,0,1,1,1,FUL,0 - 6,HUL,Away,19,FWD,8,Favourable,48,0,,1.0%
Ruiz,59,0,0,0,2,0,0,0,0,0,0,0,6,0,1,FUL,0 - 6,HUL,Away,19,FWD,8,Favourable,166,0,,0.7%
Rodallega,90,0,0,0,6,0,0,0,0,0,0,0,3,2,2,FUL,0 - 6,HUL,Away,19,FWD,8,Favourable,167,0,,0.2%
Speroni,90,0,0,0,1,0,0,0,0,0,3,0,4,4,3,CRY,0 - 1,MCI,Away,19,GKP,32,Extremely difficult,102,0,,1.9%
Ward,90,0,0,0,1,0,0,0,0,0,0,0,6,1,2,CRY,0 - 1,MCI,Away,19,DEF,32,Extremely difficult,104,0,,3.4%
Delaney,90,0,0,0,1,0,0,0,1,0,0,0,4,2,1,CRY,0 - 1,MCI,Away,19,DEF,32,Extremely difficult,107,0,,0.3%
Gabbidon,90,0,0,0,1,0,0,0,0,0,0,0,7,4,2,CRY,0 - 1,MCI,Away,19,DEF,32,Extremely difficult,109,0,,9.1%
Parr,90,0,0,0,1,0,0,0,0,0,0,0,2,2,2,CRY,0 - 1,MCI,Away,19,DEF,32,Extremely difficult,110,0,,0.2%
Mariappa,90,0,0,0,1,0,0,0,0,0,0,0,7,2,2,CRY,0 - 1,MCI,Away,19,DEF,32,Extremely difficult,575,0,,0.2%
Bannan,80,0,0,0,1,0,0,0,0,0,0,0,5,4,2,CRY,0 - 1,MCI,Away,19,MID,32,Extremely difficult,35,0,,0.8%
Bolasie,75,0,0,0,1,0,0,0,0,0,0,0,6,2,2,CRY,0 - 1,MCI,Away,19,MID,32,Extremely difficult,111,0,,0.1%
Jedinak,90,0,0,0,1,0,0,0,0,0,0,0,9,3,2,CRY,0 - 1,MCI,Away,19,MID,32,Extremely difficult,114,0,,0.7%
Williams,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CRY,0 - 1,MCI,Away,19,MID,32,Extremely difficult,115,0,,0.2%
Puncheon,90,0,0,0,1,0,0,0,0,0,0,0,6,4,2,CRY,0 - 1,MCI,Away,19,MID,32,Extremely difficult,335,0,,1.1%
Chamakh,56,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,CRY,0 - 1,MCI,Away,19,FWD,32,Extremely difficult,23,0,,4.3%
Gayle,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CRY,0 - 1,MCI,Away,19,FWD,32,Extremely difficult,120,0,,1.4%
Jerome,34,0,0,0,0,0,0,0,0,0,0,0,1,1,1,CRY,0 - 1,MCI,Away,19,FWD,32,Extremely difficult,366,0,,0.3%
De Gea,90,0,0,1,0,0,0,0,0,0,4,0,17,7,7,MUN,1 - 0,NOR,Away,19,GKP,11,Average,242,0,,9.4%
Smalling,90,0,0,1,0,0,0,0,1,0,0,0,13,6,5,MUN,1 - 0,NOR,Away,19,DEF,11,Average,244,0,,0.5%
Vidic,90,0,0,1,0,0,0,0,0,0,0,3,18,10,9,MUN,1 - 0,NOR,Away,19,DEF,11,Average,247,0,3,4.9%
Evra,90,0,0,1,0,0,0,0,0,0,0,3,17,10,9,MUN,1 - 0,NOR,Away,19,DEF,11,Average,249,0,3,10.9%
Evans,90,0,0,1,0,0,0,0,0,0,0,3,25,10,9,MUN,1 - 0,NOR,Away,19,DEF,11,Average,250,1,2,1.9%
Giggs,45,0,0,0,0,0,0,0,1,0,0,0,7,2,0,MUN,1 - 0,NOR,Away,19,MID,11,Average,256,0,,1.1%
Carrick,90,0,0,1,0,0,0,0,0,0,0,0,13,7,3,MUN,1 - 0,NOR,Away,19,MID,11,Average,257,0,,2.4%
Fletcher,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MUN,1 - 0,NOR,Away,19,MID,11,Average,258,0,,0.0%
Cleverley,90,0,0,1,0,0,0,0,0,0,0,0,18,6,3,MUN,1 - 0,NOR,Away,19,MID,11,Average,259,0,,0.8%
Young,90,0,0,1,0,0,0,0,0,0,0,0,18,1,3,MUN,1 - 0,NOR,Away,19,MID,11,Average,260,0,,0.3%
Kagawa,68,0,0,1,0,0,0,0,0,0,0,0,14,4,3,MUN,1 - 0,NOR,Away,19,MID,11,Average,262,0,,0.7%
Januzaj,22,0,0,0,0,0,0,0,0,0,0,0,4,1,1,MUN,1 - 0,NOR,Away,19,MID,11,Average,521,0,,11.3%
Hernández,86,0,1,1,0,0,0,0,1,0,0,0,31,4,4,MUN,1 - 0,NOR,Away,19,FWD,11,Average,265,3,-3,0.6%
Welbeck,45,1,0,0,0,0,0,0,0,0,0,3,28,10,8,MUN,1 - 0,NOR,Away,19,FWD,11,Average,267,2,1,4.8%
Foster,90,0,0,0,3,0,0,0,0,0,3,0,9,3,2,WBA,3 - 3,WHU,Away,19,GKP,16,Difficult,451,0,,1.6%
Olsson,90,0,1,0,3,0,0,0,0,0,0,0,19,7,4,WBA,3 - 3,WHU,Away,19,DEF,16,Difficult,454,0,,0.7%
Jones,90,0,0,0,3,0,0,0,0,0,0,0,19,2,1,WBA,3 - 3,WHU,Away,19,DEF,16,Difficult,455,0,,0.2%
McAuley,90,0,0,0,3,0,0,0,0,0,0,0,7,2,1,WBA,3 - 3,WHU,Away,19,DEF,16,Difficult,456,0,,2.5%
Ridgewell,90,0,0,0,3,0,0,0,1,0,0,0,9,1,0,WBA,3 - 3,WHU,Away,19,DEF,16,Difficult,458,0,,1.9%
Lugano,67,0,0,0,3,0,0,0,0,0,0,0,5,1,1,WBA,3 - 3,WHU,Away,19,DEF,16,Difficult,525,0,,0.2%
Sessegnon,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,WBA,3 - 3,WHU,Away,19,MID,16,Difficult,383,0,,2.1%
Morrison,77,0,0,0,3,0,0,0,0,0,0,0,12,5,2,WBA,3 - 3,WHU,Away,19,MID,16,Difficult,463,0,,1.7%
Mulumbu,90,0,0,0,3,0,0,0,1,0,0,0,10,2,1,WBA,3 - 3,WHU,Away,19,MID,16,Difficult,464,0,,0.4%
Brunt,90,0,2,0,3,0,0,0,0,0,0,0,24,11,8,WBA,3 - 3,WHU,Away,19,MID,16,Difficult,465,0,,0.3%
Yacob,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,WBA,3 - 3,WHU,Away,19,MID,16,Difficult,466,0,,1.0%
Amalfitano,23,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,WBA,3 - 3,WHU,Away,19,MID,16,Difficult,579,0,,2.3%
Anelka,90,2,0,0,3,0,0,0,0,0,0,3,50,20,13,WBA,3 - 3,WHU,Away,19,FWD,16,Difficult,471,3,0,2.7%
Berahino,84,1,0,0,3,0,0,0,0,0,0,0,19,10,6,WBA,3 - 3,WHU,Away,19,FWD,16,Difficult,542,0,,1.3%
Guzan,90,0,0,0,1,0,0,0,0,0,2,0,7,3,2,AVL,1 - 1,SWA,Home,19,GKP,11,Average,26,0,,4.9%
Baker,90,0,0,0,1,0,0,0,0,0,0,0,15,4,2,AVL,1 - 1,SWA,Home,19,DEF,11,Average,27,0,,11.7%
Clark,90,0,0,0,1,0,0,0,1,0,0,0,8,1,1,AVL,1 - 1,SWA,Home,19,DEF,11,Average,28,0,,2.3%
Lowton,90,0,0,0,1,0,0,0,0,0,0,0,6,2,2,AVL,1 - 1,SWA,Home,19,DEF,11,Average,30,0,,0.8%
Luna,90,0,0,0,1,0,0,0,0,0,0,0,9,3,2,AVL,1 - 1,SWA,Home,19,DEF,11,Average,34,0,,0.9%
Delph,90,0,0,0,1,0,0,0,0,0,0,0,19,3,2,AVL,1 - 1,SWA,Home,19,MID,11,Average,37,1,-1,1.6%
Albrighton,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,AVL,1 - 1,SWA,Home,19,MID,11,Average,38,0,,0.1%
El Ahmadi,21,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,AVL,1 - 1,SWA,Home,19,MID,11,Average,43,0,,2.0%
Westwood,90,0,0,0,1,0,0,0,0,0,0,0,3,2,2,AVL,1 - 1,SWA,Home,19,MID,11,Average,44,0,,0.3%
Bacuna,69,0,0,0,1,0,0,0,1,0,0,0,4,2,1,AVL,1 - 1,SWA,Home,19,MID,11,Average,46,0,,2.5%
Tonev,60,0,0,0,1,0,0,0,0,0,0,0,4,2,2,AVL,1 - 1,SWA,Home,19,MID,11,Average,47,0,,0.2%
Agbonlahor,90,1,0,0,1,0,0,0,0,0,0,3,17,10,9,AVL,1 - 1,SWA,Home,19,FWD,11,Average,50,0,3,1.1%
Weimann,78,0,1,0,1,0,0,0,0,0,0,0,18,6,5,AVL,1 - 1,SWA,Home,19,FWD,11,Average,51,0,,1.7%
Kozák,30,0,0,0,0,0,0,0,0,0,0,0,3,0,1,AVL,1 - 1,SWA,Home,19,FWD,11,Average,574,0,,0.1%
Marshall,90,0,0,0,2,0,0,0,0,0,7,0,13,5,3,CAR,2 - 2,SUN,Home,19,GKP,3,Very favourable,55,0,,5.3%
Turner,90,0,0,0,2,0,0,0,0,0,0,0,8,3,1,CAR,2 - 2,SUN,Home,19,DEF,3,Very favourable,60,0,,5.6%
Caulker,90,0,0,0,2,0,0,0,0,0,0,0,11,5,1,CAR,2 - 2,SUN,Home,19,DEF,3,Very favourable,429,0,,6.0%
John,90,0,0,0,2,0,0,0,0,0,0,0,9,3,1,CAR,2 - 2,SUN,Home,19,DEF,3,Very favourable,531,0,,0.5%
Théophile,90,0,0,0,2,0,0,0,0,0,0,0,8,4,1,CAR,2 - 2,SUN,Home,19,DEF,3,Very favourable,565,0,,0.1%
Whittingham,90,0,0,0,2,0,0,0,0,0,0,0,17,3,2,CAR,2 - 2,SUN,Home,19,MID,3,Very favourable,63,0,,8.1%
Cowie,19,0,0,0,2,0,0,0,0,0,0,0,1,1,1,CAR,2 - 2,SUN,Home,19,MID,3,Very favourable,64,0,,1.0%
Kim Bo-Kyung,78,0,0,1,0,0,0,0,1,0,0,0,14,1,2,CAR,2 - 2,SUN,Home,19,MID,3,Very favourable,66,0,,0.4%
Noone,71,0,0,1,0,0,0,0,0,0,0,0,18,3,3,CAR,2 - 2,SUN,Home,19,MID,3,Very favourable,67,0,,0.1%
Gunnarsson,12,0,0,0,2,0,0,0,0,0,0,0,1,1,1,CAR,2 - 2,SUN,Home,19,MID,3,Very favourable,68,0,,0.8%
Mutch,90,1,1,0,2,0,0,0,1,0,0,3,36,13,12,CAR,2 - 2,SUN,Home,19,MID,3,Very favourable,69,3,0,2.5%
Medel,90,0,0,0,2,0,0,0,0,0,0,0,9,4,2,CAR,2 - 2,SUN,Home,19,MID,3,Very favourable,534,0,,0.2%
Campbell,81,1,1,1,0,0,0,0,1,0,0,2,27,11,10,CAR,2 - 2,SUN,Home,19,FWD,3,Very favourable,75,2,0,5.2%
Cornelius,9,0,0,0,2,0,0,0,0,0,0,0,1,1,1,CAR,2 - 2,SUN,Home,19,FWD,3,Very favourable,76,0,,0.1%
McGregor,90,0,0,1,0,0,0,0,0,0,2,0,15,6,6,HUL,6 - 0,FUL,Home,19,GKP,5,Favourable,170,0,,7.2%
Rosenior,90,0,0,1,0,0,0,0,0,0,0,0,17,8,6,HUL,6 - 0,FUL,Home,19,DEF,5,Favourable,171,0,,3.0%
Chester,90,0,0,1,0,0,0,0,0,0,0,0,17,7,6,HUL,6 - 0,FUL,Home,19,DEF,5,Favourable,172,0,,3.8%
McShane,14,0,0,0,0,0,0,0,0,0,0,0,3,1,1,HUL,6 - 0,FUL,Home,19,DEF,5,Favourable,174,0,,0.9%
Figueroa,90,0,0,1,0,0,0,0,0,0,0,0,25,7,6,HUL,6 - 0,FUL,Home,19,DEF,5,Favourable,178,0,,1.9%
Davies,90,0,0,1,0,0,0,0,0,0,0,0,13,7,6,HUL,6 - 0,FUL,Home,19,DEF,5,Favourable,179,0,,2.9%
Koren,90,2,0,1,0,0,0,0,0,0,0,2,61,15,15,HUL,6 - 0,FUL,Home,19,MID,5,Favourable,181,3,-1,0.1%
Elmohamady,76,1,0,1,0,0,0,0,0,0,0,1,42,12,9,HUL,6 - 0,FUL,Home,19,MID,5,Favourable,185,1,0,0.6%
Boyd,90,1,0,1,0,0,0,0,0,0,0,0,37,8,8,HUL,6 - 0,FUL,Home,19,MID,5,Favourable,186,0,,0.1%
Huddlestone,90,1,2,1,0,0,0,0,0,0,0,3,44,17,17,HUL,6 - 0,FUL,Home,19,MID,5,Favourable,436,2,1,1.2%
Livermore,72,0,1,1,0,0,0,0,0,0,0,0,18,8,6,HUL,6 - 0,FUL,Home,19,MID,5,Favourable,437,0,,1.6%
Fryatt,23,1,0,0,0,0,0,0,0,0,0,0,24,8,5,HUL,6 - 0,FUL,Home,19,FWD,5,Favourable,189,0,,0.2%
Graham,18,0,1,0,0,0,0,0,0,0,0,0,16,4,4,HUL,6 - 0,FUL,Home,19,FWD,5,Favourable,388,0,,0.7%
Sagbo,67,0,1,1,0,0,0,0,0,0,0,0,21,6,5,HUL,6 - 0,FUL,Home,19,FWD,5,Favourable,527,0,,1.0%
Hart,90,0,0,1,0,0,0,0,0,0,4,0,17,8,7,MCI,1 - 0,CRY,Home,19,GKP,1,Very favourable,217,1,-1,6.6%
Kolarov,16,0,0,0,0,0,0,0,0,0,0,0,4,1,1,MCI,1 - 0,CRY,Home,19,DEF,1,Very favourable,220,0,,1.7%
Kompany,90,0,0,1,0,0,0,0,0,0,0,2,16,10,8,MCI,1 - 0,CRY,Home,19,DEF,1,Very favourable,224,0,2,5.0%
Clichy,90,0,0,1,0,0,0,0,0,0,0,0,17,9,6,MCI,1 - 0,CRY,Home,19,DEF,1,Very favourable,225,1,-1,2.3%
Nastasic,90,0,0,1,0,0,0,0,0,0,0,0,15,9,6,MCI,1 - 0,CRY,Home,19,DEF,1,Very favourable,228,0,,0.7%
Boyata,54,0,0,0,0,0,0,0,0,0,0,0,10,3,1,MCI,1 - 0,CRY,Home,19,DEF,1,Very favourable,532,0,,0.1%
Nasri,36,0,0,0,0,0,0,0,0,0,0,0,8,3,1,MCI,1 - 0,CRY,Home,19,MID,1,Very favourable,230,0,,7.6%
Silva,90,0,0,1,0,0,0,0,1,0,0,0,11,4,2,MCI,1 - 0,CRY,Home,19,MID,1,Very favourable,231,0,,6.6%
Milner,74,0,0,1,0,0,0,0,0,0,0,0,13,3,3,MCI,1 - 0,CRY,Home,19,MID,1,Very favourable,234,0,,0.7%
Javi García,90,0,0,1,0,0,0,0,0,0,0,0,14,5,3,MCI,1 - 0,CRY,Home,19,MID,1,Very favourable,237,0,,0.2%
Navas,90,0,1,1,0,0,0,0,0,0,0,2,24,10,8,MCI,1 - 0,CRY,Home,19,MID,1,Very favourable,238,2,0,3.4%
Fernandinho,54,0,0,0,0,0,0,0,0,0,0,0,11,2,1,MCI,1 - 0,CRY,Home,19,MID,1,Very favourable,239,0,,1.5%
Dzeko,90,1,0,1,0,0,0,0,0,0,0,3,30,11,9,MCI,1 - 0,CRY,Home,19,FWD,1,Very favourable,240,3,0,4.6%
Negredo,36,0,0,0,0,0,0,0,0,0,0,0,6,1,1,MCI,1 - 0,CRY,Home,19,FWD,1,Very favourable,502,0,,17.2%
Ruddy,90,0,0,0,1,0,0,0,0,0,2,0,5,3,2,NOR,0 - 1,MUN,Home,19,GKP,26,Very difficult,297,0,,2.2%
Martin,90,0,0,0,1,0,0,0,0,0,0,0,15,5,2,NOR,0 - 1,MUN,Home,19,DEF,26,Very difficult,300,0,,0.2%
Ryan Bennett,90,0,0,0,1,0,0,0,1,0,0,0,5,2,1,NOR,0 - 1,MUN,Home,19,DEF,26,Very difficult,303,0,,2.0%
Bassong,90,0,0,0,1,0,0,0,0,0,0,0,11,3,2,NOR,0 - 1,MUN,Home,19,DEF,26,Very difficult,307,0,,1.2%
Olsson,90,0,0,0,1,0,0,0,0,0,0,0,6,2,2,NOR,0 - 1,MUN,Home,19,DEF,26,Very difficult,308,0,,1.0%
Hoolahan,88,0,0,0,1,0,0,0,0,0,0,0,14,2,2,NOR,0 - 1,MUN,Home,19,MID,26,Very difficult,310,0,,0.5%
Johnson,90,0,0,0,1,0,0,0,1,0,0,0,6,1,1,NOR,0 - 1,MUN,Home,19,MID,26,Very difficult,312,0,,1.0%
Snodgrass,78,0,0,0,1,0,0,0,0,0,0,0,-5,1,2,NOR,0 - 1,MUN,Home,19,MID,26,Very difficult,316,0,,3.4%
Redmond,90,0,0,0,1,0,0,0,1,0,0,0,-1,1,1,NOR,0 - 1,MUN,Home,19,MID,26,Very difficult,318,0,,2.5%
Fer,90,0,0,0,1,0,0,0,1,0,0,0,-1,4,1,NOR,0 - 1,MUN,Home,19,MID,26,Very difficult,498,0,,2.4%
Murphy,12,0,0,0,0,0,0,0,0,0,0,0,-4,1,1,NOR,0 - 1,MUN,Home,19,MID,26,Very difficult,590,0,,0.0%
v. Wolfswinkel,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NOR,0 - 1,MUN,Home,19,FWD,26,Very difficult,320,0,,1.4%
Hooper,68,0,0,0,1,0,0,0,0,0,0,0,9,2,2,NOR,0 - 1,MUN,Home,19,FWD,26,Very difficult,515,0,,1.4%
Elmander,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NOR,0 - 1,MUN,Home,19,FWD,26,Very difficult,552,0,,0.1%
Jääskeläinen,90,0,0,0,3,0,0,0,0,0,3,0,8,4,2,WHU,3 - 3,WBA,Home,19,GKP,8,Favourable,472,0,,6.3%
O'Brien,90,0,0,0,3,0,0,0,0,0,0,0,13,5,1,WHU,3 - 3,WBA,Home,19,DEF,8,Favourable,476,0,,1.1%
Demel,81,0,0,0,3,0,0,0,0,0,0,0,10,2,1,WHU,3 - 3,WBA,Home,19,DEF,8,Favourable,478,0,,1.3%
Tomkins,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,WHU,3 - 3,WBA,Home,19,DEF,8,Favourable,480,0,,0.2%
McCartney,90,0,0,0,3,0,0,0,0,0,0,0,13,5,1,WHU,3 - 3,WBA,Home,19,DEF,8,Favourable,481,0,,0.4%
Rat,90,0,0,0,3,0,0,0,0,0,0,0,24,2,1,WHU,3 - 3,WBA,Home,19,DEF,8,Favourable,483,0,,0.5%
Joe Cole,82,1,0,0,3,0,0,0,0,0,0,0,25,8,7,WHU,3 - 3,WBA,Home,19,MID,8,Favourable,484,0,,1.8%
Collison,8,0,0,0,0,0,0,0,0,0,0,0,3,1,1,WHU,3 - 3,WBA,Home,19,MID,8,Favourable,485,0,,0.0%
Noble,90,0,0,0,3,0,0,0,0,0,0,0,2,3,2,WHU,3 - 3,WBA,Home,19,MID,8,Favourable,487,0,,1.1%
Nolan,90,1,2,0,3,0,0,0,1,0,0,1,38,12,13,WHU,3 - 3,WBA,Home,19,MID,8,Favourable,489,2,-1,6.7%
Diamé,90,0,0,0,3,0,0,0,1,0,0,0,4,0,1,WHU,3 - 3,WBA,Home,19,MID,8,Favourable,490,0,,1.9%
Jarvis,90,0,0,0,3,0,0,0,0,0,0,0,11,3,2,WHU,3 - 3,WBA,Home,19,MID,8,Favourable,492,0,,1.2%
Maiga,45,1,1,0,1,0,0,0,0,0,0,2,36,13,10,WHU,3 - 3,WBA,Home,19,FWD,8,Favourable,495,1,1,0.2%
Cole,45,0,0,0,2,0,0,0,1,0,0,0,-3,-2,0,WHU,3 - 3,WBA,Home,19,FWD,8,Favourable,592,0,,0.1%
Mignolet,90,0,0,0,2,0,0,0,0,0,3,0,5,4,2,LIV,1 - 2,CHE,Away,19,GKP,32,Extremely difficult,192,0,,37.3%
Johnson,82,0,0,0,2,0,0,0,1,0,0,0,9,2,0,LIV,1 - 2,CHE,Away,19,DEF,32,Extremely difficult,194,0,,6.7%
Skrtel,90,1,0,0,2,0,0,0,0,0,0,3,24,9,10,LIV,1 - 2,CHE,Away,19,DEF,32,Extremely difficult,195,1,2,1.5%
Agger,90,0,0,0,2,0,0,0,0,0,0,0,4,4,1,LIV,1 - 2,CHE,Away,19,DEF,32,Extremely difficult,196,0,,4.4%
Touré,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,LIV,1 - 2,CHE,Away,19,DEF,32,Extremely difficult,201,0,,4.3%
Sakho,89,0,0,0,2,0,0,0,0,0,0,0,-1,3,1,LIV,1 - 2,CHE,Away,19,DEF,32,Extremely difficult,571,0,,1.0%
Smith,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,LIV,1 - 2,CHE,Away,19,DEF,32,Extremely difficult,611,0,,0.0%
Lucas,90,0,0,0,2,0,0,0,0,0,0,0,4,5,2,LIV,1 - 2,CHE,Away,19,MID,32,Extremely difficult,204,0,,2.9%
Henderson,90,0,0,0,2,0,0,0,0,0,0,0,6,2,2,LIV,1 - 2,CHE,Away,19,MID,32,Extremely difficult,205,0,,6.0%
Sterling,90,0,0,0,2,0,0,0,0,0,0,0,7,-1,2,LIV,1 - 2,CHE,Away,19,MID,32,Extremely difficult,206,0,,5.2%
Allen,59,0,0,0,2,0,0,0,0,0,0,0,9,1,1,LIV,1 - 2,CHE,Away,19,MID,32,Extremely difficult,207,0,,0.2%
Coutinho,90,0,0,0,2,0,0,0,0,0,0,0,8,1,2,LIV,1 - 2,CHE,Away,19,MID,32,Extremely difficult,209,0,,5.2%
Suárez,90,0,1,0,2,0,0,0,0,0,0,0,21,4,5,LIV,1 - 2,CHE,Away,19,FWD,32,Extremely difficult,214,0,,50.4%
Aspas,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,LIV,1 - 2,CHE,Away,19,FWD,32,Extremely difficult,216,0,,0.6%
Kelvin Davis,90,0,0,0,2,0,0,0,0,0,2,0,5,5,1,SOU,1 - 2,EVE,Away,19,GKP,25,Very difficult,321,0,,10.6%
Fonte,90,0,0,0,2,0,0,0,0,0,0,0,3,5,1,SOU,1 - 2,EVE,Away,19,DEF,25,Very difficult,326,0,,17.9%
Clyne,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SOU,1 - 2,EVE,Away,19,DEF,25,Very difficult,327,0,,4.6%
Shaw,90,0,0,0,2,0,0,0,0,0,0,0,2,2,1,SOU,1 - 2,EVE,Away,19,DEF,25,Very difficult,328,0,,15.3%
Lovren,90,0,0,0,2,0,0,0,0,0,0,0,4,5,1,SOU,1 - 2,EVE,Away,19,DEF,25,Very difficult,330,0,,14.2%
Chambers,87,0,0,0,2,0,0,0,0,0,0,0,6,1,1,SOU,1 - 2,EVE,Away,19,DEF,25,Very difficult,516,0,,2.4%
Cork,65,0,0,0,1,0,0,0,1,0,0,0,2,4,1,SOU,1 - 2,EVE,Away,19,MID,25,Very difficult,331,0,,0.8%
Lallana,90,0,1,0,2,0,0,0,1,0,0,0,5,0,4,SOU,1 - 2,EVE,Away,19,MID,25,Very difficult,333,0,,21.1%
Steven Davis,90,0,0,0,2,0,0,0,0,0,0,0,5,3,2,SOU,1 - 2,EVE,Away,19,MID,25,Very difficult,337,0,,0.2%
Ward-Prowse,83,0,0,0,2,0,0,0,0,0,0,0,-1,2,2,SOU,1 - 2,EVE,Away,19,MID,25,Very difficult,338,0,,3.9%
Ramírez,25,1,0,0,1,0,0,0,1,0,0,0,24,6,5,SOU,1 - 2,EVE,Away,19,MID,25,Very difficult,339,0,,0.6%
Lambert,90,0,0,0,2,0,0,0,1,0,0,0,9,0,1,SOU,1 - 2,EVE,Away,19,FWD,25,Very difficult,342,0,,9.9%
Rodriguez,90,0,0,0,2,0,0,0,0,0,0,0,3,2,2,SOU,1 - 2,EVE,Away,19,FWD,25,Very difficult,343,0,,7.9%
Gallagher,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SOU,1 - 2,EVE,Away,19,FWD,25,Very difficult,599,0,,0.0%
Szczesny,90,0,0,1,0,0,0,0,0,0,2,0,15,7,6,ARS,1 - 0,NEW,Away,19,GKP,15,Difficult,2,0,,10.2%
Koscielny,90,0,0,1,0,0,0,0,0,0,0,2,17,9,8,ARS,1 - 0,NEW,Away,19,DEF,15,Difficult,3,0,2,4.4%
Sagna,90,0,0,1,0,0,0,0,0,0,0,2,16,9,8,ARS,1 - 0,NEW,Away,19,DEF,15,Difficult,5,0,2,1.5%
Gibbs,69,0,0,1,0,0,0,0,0,0,0,0,12,7,6,ARS,1 - 0,NEW,Away,19,DEF,15,Difficult,6,0,,3.6%
Jenkinson,11,0,0,0,0,0,0,0,0,0,0,0,2,1,1,ARS,1 - 0,NEW,Away,19,DEF,15,Difficult,7,0,,1.5%
Mertesacker,90,0,0,1,0,0,0,0,0,0,0,3,9,11,9,ARS,1 - 0,NEW,Away,19,DEF,15,Difficult,8,0,3,25.4%
Wilshere,90,0,0,1,0,0,0,0,0,0,0,0,18,3,3,ARS,1 - 0,NEW,Away,19,MID,15,Difficult,11,0,,5.6%
Walcott,79,0,1,1,0,0,0,0,0,0,0,0,33,4,6,ARS,1 - 0,NEW,Away,19,MID,15,Difficult,12,3,-3,10.0%
Rosicky,90,0,0,1,0,0,0,0,1,0,0,0,25,3,2,ARS,1 - 0,NEW,Away,19,MID,15,Difficult,14,2,-2,0.5%
Arteta,21,0,0,0,0,0,0,0,0,0,0,0,4,1,1,ARS,1 - 0,NEW,Away,19,MID,15,Difficult,15,0,,1.2%
Cazorla,90,0,0,1,0,0,0,0,0,0,0,0,24,3,3,ARS,1 - 0,NEW,Away,19,MID,15,Difficult,18,1,-1,2.0%
Flamini,90,0,0,1,0,0,0,0,1,0,0,0,14,5,2,ARS,1 - 0,NEW,Away,19,MID,15,Difficult,557,0,,0.1%
Giroud,85,1,0,1,0,0,0,0,1,0,0,2,24,9,7,ARS,1 - 0,NEW,Away,19,FWD,15,Difficult,22,1,1,24.6%
Bendtner,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,ARS,1 - 0,NEW,Away,19,FWD,15,Difficult,587,0,,0.0%
Sørensen,90,0,0,0,3,0,0,0,0,0,4,0,5,3,2,STK,0 - 3,TOT,Away,19,GKP,32,Extremely difficult,346,0,,0.3%
Wilkinson,80,0,0,0,3,0,0,0,0,0,0,0,2,1,1,STK,0 - 3,TOT,Away,19,DEF,32,Extremely difficult,347,0,,0.1%
Shawcross,90,0,0,0,3,0,0,0,1,0,0,0,4,3,0,STK,0 - 3,TOT,Away,19,DEF,32,Extremely difficult,348,0,,9.3%
Cameron,90,0,0,0,3,0,0,0,0,0,0,0,6,3,1,STK,0 - 3,TOT,Away,19,DEF,32,Extremely difficult,351,0,,0.7%
Pieters,90,0,0,0,3,0,0,0,0,0,0,0,3,3,1,STK,0 - 3,TOT,Away,19,DEF,32,Extremely difficult,352,0,,0.5%
Muniesa,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,STK,0 - 3,TOT,Away,19,DEF,32,Extremely difficult,353,0,,0.1%
Ireland,49,0,0,0,1,0,0,0,0,0,0,0,2,1,1,STK,0 - 3,TOT,Away,19,MID,32,Extremely difficult,39,0,,0.3%
Assaidi,90,0,0,0,3,0,0,0,0,0,0,0,5,-1,2,STK,0 - 3,TOT,Away,19,MID,32,Extremely difficult,208,0,,0.1%
Adam,41,0,0,0,2,0,0,0,0,0,0,0,-2,1,1,STK,0 - 3,TOT,Away,19,MID,32,Extremely difficult,354,0,,0.5%
